std_snn_vit_small_digital,std_snn_vit_small_HWA_DC,std_snn_vit_small_HWA,std_snn_vit_small_DC,std_snn_vit_small,std_ann_vit_small_digital,std_ann_vit_small_HWA_DC,std_ann_vit_small_HWA,std_ann_vit_small_DC,std_ann_vit_small,mean_snn_vit_small_digital,mean_snn_vit_small_HWA_DC,mean_snn_vit_small_HWA,mean_snn_vit_small_DC,mean_snn_vit_small,mean_ann_vit_small_digital,mean_ann_vit_small_HWA_DC,mean_ann_vit_small_HWA,mean_ann_vit_small_DC,mean_ann_vit_small
0.0,0.0003072458299147596,0.0023198275797998,0.0012607934009979,0.0029157503322472,0.0,0.0006468384651518,0.0013499629624548,0.0008084553172563,0.0005344155686354,0.8593,0.84744,0.8460800000000001,0.84308,0.79702,0.8548,0.85136,0.85106,0.85182,0.85038
0.0,0.0005403702434442705,0.0021350935782048,0.0018378248012256,0.0015199999999999,0.0,0.0004223742416388,0.0008890444308357,0.0009152048950918,0.0007924645102463,0.8593,0.8472,0.84746,0.84182,0.7735599999999999,0.8548,0.85046,0.85146,0.85022,0.8522000000000001
0.0,0.0018077610461562567,0.0022263767773404,0.0022585706178042,0.0011720068259187,0.0,0.0004630334761116,0.0014993331851193,0.0009282241108697,0.0010906878563548,0.8593,0.8429000000000001,0.7594,0.8296000000000001,0.58858,0.8548,0.84934,0.8369,0.8499200000000002,0.8375199999999999
0.0,0.0019474175425861624,0.0019055385138137,0.0036675327707311,0.0026887865466067,0.0,0.0003655133376499,0.0007578918128598,0.0001999999999999,0.0014759403781995,0.8593,0.83452,0.6216,0.81968,0.397,0.8548,0.84852,0.8038599999999999,0.8498000000000001,0.80156
0.0,0.0016406246951218893,0.0021081516141756,0.0034330387294138,0.0030476640682967,0.0,0.0001854723699098,0.0013124023773218,0.0004690415759823,0.0011338430226446,0.8593,0.8225600000000001,0.4144,0.79112,0.25248,0.8548,0.84794,0.73744,0.8487,0.72842
0.0,0.0016899275324264181,0.0016963490206912,0.004219544984001,0.0035357083056361,0.0,0.0006651315659326,0.0014664242223858,0.0008518215775618,0.0009068627239003,0.8593,0.8113,0.25768,0.7004,0.1975399999999999,0.8548,0.84566,0.67064,0.8468199999999999,0.6629400000000001
